Ministry,Year,PositionTitle,PositionClass,BaseSalary,CashBenefits,NonCashBenefits,Severance
Justice and Solicitor General,2015,Bodily Injury Specialist,Manager Zone 2,110620.77,11567.99,33713.65,0
Justice and Solicitor General,2015,Dep Dir Staffing Train&Legal,Manager Zone 2,110620.77,0,30185.58,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 3,173587.61,0,48870.97,0
Justice and Solicitor General,2015,Legal Counsel,Justice Legal Counsel 3,183238.3,0,50178.28,0
Justice and Solicitor General,2015,Asst Chief Crown Prosecutor,Justice Legal Counsel 4,184931.91,0,46871.07,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 2,150336.36,0,44016.34,0
Justice and Solicitor General,2015,Director,Justice Legal Counsel 5,197760.01,0,52987.87,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 4,163949.92,0,44243.24,0
Justice and Solicitor General,2015,Economic Crime Crown Prosecuto,Justice Legal Counsel 4,190882.51,0,55547.37,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 2,127807.4,0,37384.27,0
Justice and Solicitor General,2015,Education Crown,Justice Legal Counsel 4,187094.03,0,49557.55,0
Justice and Solicitor General,2015,Director Strategic Operations,Senior Manager Zone 2,134732.88,19694.21,40083.99,0
Justice and Solicitor General,2015,Assistant Deputy Minister,Assistant Deputy Minister,191202.15,0,50566.53,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 2,120470.4,0,32181.43,0
Justice and Solicitor General,2015,Legal Counsel,Justice Legal Counsel 3,156956.25,0,52486.82,0
Justice and Solicitor General,2015,Director Programs,Senior Manager Zone 1,114096.27,0,32295.04,0
Justice and Solicitor General,2015,Superintendent - Northwest,Senior Manager Zone 1,122495.45,6000,34250.71,0
Justice and Solicitor General,2015,Assistant Deputy Minister,Assistant Deputy Minister,197611.94,0,53646.97,0
Justice and Solicitor General,2015,Issues & Strategic Info Facili,Justice Legal Counsel 3,166395.05,0,45524.05,0
Justice and Solicitor General,2015,Senior Policy Counsel,Justice Legal Counsel 4,187094.03,0,51009.2,0
Justice and Solicitor General,2015,Director IT Services,Senior Manager Zone 1,122788.39,0,33698.51,0
Justice and Solicitor General,2015,Info Security Officer,Systems Analyst Level 3,107380.51,0,23207.26,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 4,187094.03,0,52137.79,0
Justice and Solicitor General,2015,Comm. Dir. JSG,Senior Manager Zone 2,136325.73,0,40487.95,0
Justice and Solicitor General,2015,Manager,Manager Zone 2,133973.49,350,40122.92,0
Justice and Solicitor General,2015,Exec Director Strategic Svcs,Executive Manager 1,145586.44,0,43145.72,0
Justice and Solicitor General,2015,Manager Legislative Amendments,Manager Zone 2,110620.77,0,32689.12,0
Justice and Solicitor General,2015,Barrister & Solicitor,Justice Legal Counsel 2,119640.62,0,40996.53,0
Justice and Solicitor General,2015,Director,Justice Legal Counsel 5,197025.97,0,53840.34,0
Justice and Solicitor General,2015,Barrister & Solicitor,Justice Legal Counsel 3,146880.15,0,41336.25,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 2,127807.4,0,38301.66,0
Justice and Solicitor General,2015,Southern Director,Senior Manager Zone 1,121917.91,0,40885.97,0
Justice and Solicitor General,2015,Legislative Counsel,Justice Legal Counsel 3,172926.93,0,47616.12,0
Justice and Solicitor General,2015,"Manager, Victims Programs",Manager Zone 2,110620.77,0,35044.31,0
Justice and Solicitor General,2015,Director Corporate Security Se,Senior Manager Zone 1,121986.7,0,36699.31,0
Justice and Solicitor General,2015,Solution Delivery Analyst,Systems Analyst Level 3,105241.94,0,22690.11,0
Justice and Solicitor General,2015,Exec Dir Calgary Crt Centre,Executive Manager 1,169371.1,0,52079.77,0
Justice and Solicitor General,2015,"Director, OD & E",Senior Manager Zone 1,110166.61,0,31315.28,0
Justice and Solicitor General,2015,"Manager, Scan Southern Region",Manager Zone 2,107128.21,0,30402.33,0
Justice and Solicitor General,2015,Senior Technical Bus Analyst,Systems Analyst Level 3,106426.63,0,21913.81,0
Justice and Solicitor General,2015,"Director, SELT",Justice Legal Counsel 5,197025.97,0,53453.43,0
Justice and Solicitor General,2015,Sr. Application Developer,Systems Analyst Level 3,107365.92,1339.52,21850.42,0
Justice and Solicitor General,2015,Director,Senior Manager Zone 2,108659.66,0,31041.62,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 3,173587.61,0,47540.29,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 2,121398.24,6000,32226.6,0
Justice and Solicitor General,2015,Bodily Injury Specialist,Manager Zone 2,110620.77,0,34416.95,0
Justice and Solicitor General,2015,Deputy Director,Manager Zone 2,105491.36,250,30319.22,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 3,172926.93,0,45579.04,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 2,127807.4,0,37384.27,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 2,135590.87,0,45661.14,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 2,108472.79,0,42551.15,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 3,144403.85,0,45195.89,0
Justice and Solicitor General,2015,ExCounToACJ/DirEdm/DepExDir,Justice Legal Counsel 4,199482.91,0,54598.9,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 2,120470.4,0,33756.36,0
Justice and Solicitor General,2015,Registrar,Justice Legal Counsel 6,212762.99,0,10134.44,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 2,113462.29,0,26517.41,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 3,173587.61,0,48592.28,0
Justice and Solicitor General,2015,Program Director,Manager Zone 2,111555.86,250,31720.56,0
Justice and Solicitor General,2015,Deputy Director Operations,Manager Zone 2,110208.65,0,31605.07,0
Justice and Solicitor General,2015,Legal Counsel,Justice Legal Counsel 2,174362.07,0,4355.51,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 4,187094.03,0,51300.97,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 3,164585.02,0,43536.48,0
Justice and Solicitor General,2015,"Director, Workplace Health",Senior Manager Zone 1,120789.37,0,35040.78,0
Justice and Solicitor General,2015,Manager,Manager Zone 2,116555.48,0,40310.21,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 3,173587.61,0,47392.83,0
Justice and Solicitor General,2015,Assist Chief Crown Prosecutor,Justice Legal Counsel 4,187094.03,0,54891.97,0
Justice and Solicitor General,2015,Asst Chief Crown Prosecutor,Justice Legal Counsel 4,186989.85,0,55206.14,0
Justice and Solicitor General,2015,Hearing Adjudicator,Senior Manager Zone 1,122788.37,0,6448.2,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 3,156427.22,0,42160.03,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 3,166038.18,0,42776.55,0
Justice and Solicitor General,2015,Barrister & Solicitor,Justice Legal Counsel 3,153088.05,0,44087.13,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 2,131641.7,0,35016.6,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 3,151871.01,0,44570.35,0
Justice and Solicitor General,2015,Deputy Director,Manager Zone 2,110620.77,0,31516.25,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 2,135590.87,0,55823.17,0
Justice and Solicitor General,2015,Justice Legal Counsel 3,Justice Legal Counsel 3,164290.88,0,47346.2,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 4,187094.03,0,51513.27,0
Justice and Solicitor General,2015,Dir FOIP & Records Management,Senior Manager Zone 1,121874.89,2535.07,36212.93,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 3,151871.01,0,44527.14,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 2,112114.4,0,26000.27,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 3,155502.38,0,45120.26,0
Justice and Solicitor General,2015,"Manager, Policy Compl. & Leg.",Manager Zone 2,112144.22,0,34046.48,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 2,110883.71,0,24718.37,0
Justice and Solicitor General,2015,Executive Director,Justice Legal Counsel 6,203245.42,0,54993.68,0
Justice and Solicitor General,2015,Executive Director,Executive Manager 1,181636.76,0,50002.17,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 2,131641.7,6000,34731.42,0
Justice and Solicitor General,2015,Exec Dir Plan and Bus Services,Executive Manager 1,169371.1,0,46545.51,0
Justice and Solicitor General,2015,Chief Crown Prosecutor,Justice Legal Counsel 3,161305.21,14345.12,44421.47,0
Justice and Solicitor General,2015,Inspector-Grande Prairie Unit,Manager Zone 2,114024.83,6000,32904.09,0
Justice and Solicitor General,2015,Inspector,Manager Zone 2,110620.77,0,31516.24,0
Justice and Solicitor General,2015,Legal Officer,Justice Legal Counsel 3,183238.3,0,54099.88,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 3,151871.01,0,46524.46,0
Justice and Solicitor General,2015,Centre Director,Senior Manager Zone 2,121603.59,0,34018.83,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 3,173587.61,0,48394.37,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 5,197025.97,0,50753.43,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 4,184773.76,0,47543.06,0
Justice and Solicitor General,2015,Staff Supt. - Spec Invest Sec,Senior Manager Zone 2,137410.09,0,40778.67,0
Justice and Solicitor General,2015,Manager,Manager Zone 2,109160.76,0,29146.06,0
Justice and Solicitor General,2015,IM Specialist,Systems Analyst Level 3,107461.52,0,23288.68,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 4,183550.77,0,53663.44,0
Justice and Solicitor General,2015,Case Management Officer,Justice Legal Counsel 2,183410.32,0,9797.2,0
Justice and Solicitor General,2015,"Dir., Data Quality & Migration",Senior Manager Zone 2,137633.11,0,38008.67,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 3,111266.2,0,37253.93,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 3,173587.61,0,48592.28,0
Justice and Solicitor General,2015,"Mgr, Victims Fin Ben",Manager Zone 2,110035.7,0,34898.92,0
Justice and Solicitor General,2015,Director TA Program,Senior Manager Zone 2,136565.28,0,37463.96,0
Justice and Solicitor General,2015,Appellate Counsel,Justice Legal Counsel 4,186507.31,0,50686.8,0
Justice and Solicitor General,2015,Manager,Manager Zone 2,110620.77,0,32461.24,0
Justice and Solicitor General,2015,"Director, Change Management",Senior Manager Zone 1,122788.39,0,37851.1,0
Justice and Solicitor General,2015,RBB Project Manager,Senior Manager Zone 2,130526.13,0,38644.77,0
Justice and Solicitor General,2015,Barrister & Solicitor,Justice Legal Counsel 3,119578.57,0,37160.51,0
Justice and Solicitor General,2015,Deputy Director,Manager Zone 2,108740.17,0,31067.5,0
Justice and Solicitor General,2015,"Manager, Hearing Office",Manager Zone 2,112942.33,0,35682.26,0
Justice and Solicitor General,2015,Deputy Director,Senior Manager Zone 1,122788.39,0,35237.74,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 5,197025.97,0,49054.52,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 3,172294.19,0,48269.8,0
Justice and Solicitor General,2015,Barrister & Solicitor,Justice Legal Counsel 2,124084.71,0,33006.19,0
Justice and Solicitor General,2015,Asst Chief Crown Prosecutor,Justice Legal Counsel 4,187094.03,0,53901.72,0
Justice and Solicitor General,2015,Inspector - Red Deer Unit,Manager Zone 2,110620.77,0,31516.24,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 3,131140.94,0,34646.26,0
Justice and Solicitor General,2015,Executive Director,Justice Legal Counsel 6,203245.42,0,54993.68,0
Justice and Solicitor General,2015,Executive Director,Executive Manager 1,162946.76,0,45926.57,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 2,127807.4,0,36863.68,0
Justice and Solicitor General,2015,Asst Chief Medical Examiner,Pathologist II,158236.2,0,4599.69,0
Justice and Solicitor General,2015,Superintendent Southern Region,Senior Manager Zone 1,122415.39,0,34230.53,0
Justice and Solicitor General,2015,Deputy Director Operations,Manager Zone 2,110620.77,8151.81,31516.25,0
Justice and Solicitor General,2015,"Manager, High Risk Offender Pr",Manager Zone 2,120795.3,0,37403.9,0
Justice and Solicitor General,2015,Inspector - Lethbridge Unit,Manager Zone 2,109910.04,0,31339.78,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 3,168439.14,0,52002.47,0
Justice and Solicitor General,2015,"PC Manager, Red Deer",Manager Zone 1,123287.01,350,22021.19,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 3,173587.61,0,48781.28,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 4,181101.38,0,54152.46,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 4,146840.6,0,42622.21,0
Justice and Solicitor General,2015,Deputy Registrar,Manager Zone 2,113277.54,0,36554.33,0
Justice and Solicitor General,2015,Manager,Manager Zone 2,110358.04,0,34979.04,0
Justice and Solicitor General,2015,Project Manager,Manager Zone 2,110620.77,0,34246.24,0
Justice and Solicitor General,2015,Deputy Director,Manager Zone 2,116014.07,0,32690.37,0
Justice and Solicitor General,2015,Appellate Counsel,Justice Legal Counsel 4,186386.71,0,52448.23,0
Justice and Solicitor General,2015,MIMS Operation Manager,Manager Zone 2,106035.73,0,29869.92,0
Justice and Solicitor General,2015,Review Officer,Justice Legal Counsel 3,185321.16,0,55836.74,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 2,139701.62,0,36259.37,0
Justice and Solicitor General,2015,Asst Chief Crown Prosecutor,Manager,105206.74,47043,0,107060.58
Justice and Solicitor General,2015,Chief Crown Prosecutor,Justice Legal Counsel 4,187094.03,0,48609.73,0
Justice and Solicitor General,2015,"Exec Dir, Programs & Services",Executive Manager 1,169219.46,0,45401.62,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 3,173587.61,0,49222.44,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 4,187094.03,0,49844.22,0
Justice and Solicitor General,2015,Deputy Director,Manager Zone 2,110443.32,0,31472.51,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 5,197025.97,0,52320.68,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 4,187094.03,0,50743.97,0
Justice and Solicitor General,2015,Deputy Director,Manager Zone 2,110620.77,6000,31516.25,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 4,179321.5,0,50075.96,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 3,169319.87,0,45817.61,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 3,173587.61,0,47387.71,0
Justice and Solicitor General,2015,Deputy Director,Manager Zone 2,114180.99,0,32283.06,0
Justice and Solicitor General,2015,Justice Legal Counsel 4,Justice Legal Counsel 4,184027.37,0,53822,0
Justice and Solicitor General,2015,Legal Counsel,Justice Legal Counsel 2,135590.87,0,40492.24,0
Justice and Solicitor General,2015,Chief Crown Prosecutor,Justice Legal Counsel 4,186536.46,0,47886.72,0
Justice and Solicitor General,2015,"ED, Sheriff's & Security Ops",Executive Manager 1,144187.44,0,39648.52,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 4,186916.23,0,62295.03,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 2,137486.35,0,37377.5,0
Justice and Solicitor General,2015,Senior Legal Counsel,Justice Legal Counsel 3,173587.61,0,53614.3,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 3,156427.22,0,44856.72,0
Justice and Solicitor General,2015,Director,Justice Legal Counsel 5,197025.97,0,9589.2,0
Justice and Solicitor General,2015,Hearing Adjudicator,Senior Manager Zone 1,122788.37,0,6398.05,0
